AUNumber,InstName,Category,IUNumber,IU,CountyName,StatusDescription,EffectiveDate,PhoneNumber,PhoneNumberExtn,WebAddress,MailingAddressLine1,MailingAddressLine2,MailingCity,MailingState,MailingZipCode,MailingZipCodeExtn,LocationAddressLine1,LocationAddressLine2,LocationCity,LocationState,LocationZipCode,LocationZipCodeExtn,Title,Salutation,FirstName,MiddleInitial,LastName,Suffix,AdminPhoneNumber,AdminPhoneNumberExtn,CommissionStartDate,CommissionExpirationDate,
420483179,New Horizons Computer Learning Center of Allentown,Private Licensed School,,,Northampton,Open,03/18/2004,(800)507-8398,,http://www.nhallentown.com,100 Brodhead Road,"Lehigh Valley Ind. Park IV, Suite 120",Bethlehem,PA,18017,,100 Brodhead Road,"Lehigh Valley Ind. Park IV, Suite 120",Bethlehem,PA,18017,,Chief Executive Officer,Mr,Frank,,Serino,,(610)867-4002,,,,
420483179,New Horizons Computer Learning Center of Allentown,Private Licensed School,,,Northampton,Open,03/18/2004,(800)507-8398,,http://www.nhallentown.com,100 Brodhead Road,"Lehigh Valley Ind. Park IV, Suite 120",Bethlehem,PA,18017,,100 Brodhead Road,"Lehigh Valley Ind. Park IV, Suite 120",Bethlehem,PA,18017,,Chief Executive Officer,Mr,Shawn     , ,Mera            ,,,,,,
414067169,New Horizons Computer Learning Center of Reading,Private Licensed School,,,Berks,Open,07/16/2009,(610)685-1313,,http://www.nhnepa.com,3 Park Plaza,"Park Road, Suite 103",Wyomissing,PA,19610,,3 Park Plaza,"Park Road, Suite 103",Wyomissing,PA,19610,,Acting Executive Director,Ms,Sarah,,Haydt,,(610)685-1313,,,,
414067169,New Horizons Computer Learning Center of Reading,Private Licensed School,,,Berks,Open,07/16/2009,(610)685-1313,,http://www.nhnepa.com,3 Park Plaza,"Park Road, Suite 103",Wyomissing,PA,19610,,3 Park Plaza,"Park Road, Suite 103",Wyomissing,PA,19610,,Chief Executive Officer,Mr,Frank,,Serino,,(610)685-2613,,,,
414067169,New Horizons Computer Learning Center of Reading,Private Licensed School,,,Berks,Open,07/16/2009,(610)685-1313,,http://www.nhnepa.com,3 Park Plaza,"Park Road, Suite 103",Wyomissing,PA,19610,,3 Park Plaza,"Park Road, Suite 103",Wyomissing,PA,19610,,Chief Executive Officer,Mr,Shawn ,,Mera,,(610)685-2613,,,,
414067169,New Horizons Computer Learning Center of Reading,Private Licensed School,,,Berks,Open,07/16/2009,(610)685-1313,,http://www.nhnepa.com,3 Park Plaza,"Park Road, Suite 103",Wyomissing,PA,19610,,3 Park Plaza,"Park Road, Suite 103",Wyomissing,PA,19610,,Chief Executive Officer,Mr,Stacy,,Shannon,,(610)685-1313,,,,
302020051,New Horizons Computer Learning Centers,Act 48 Independent Provider,,,Allegheny,Open,06/24/2004,(412)920-5100,,http://www.nhpittsburgh.com,"5 Parkway Center, Suite 200",,Pittsburgh,PA,15220,,"5 Parkway Center, Suite 200",,Pittsburgh,PA,15220,,,,,,,,,,,,
418404029,New Horizons Computer Learning Centers of Wilkes-Barre/Scran,Private Licensed School,,,Luzerne,Open,04/23/2002,(570)270-2700,,http://www.nhwilkesbarre.com,145 Center Point Blvd,Center Point Commerce & Trade Park,Pittston,PA,18640,,145 Center Point Blvd,Center Point Commerce & Trade Park,Pittston,PA,18640,,Chief Executive Officer,Mr,Shawn     , ,Mera            ,,,,,,
418404029,New Horizons Computer Learning Centers of Wilkes-Barre/Scran,Private Licensed School,,,Luzerne,Open,04/23/2002,(570)270-2700,,http://www.nhwilkesbarre.com,145 Center Point Blvd,Center Point Commerce & Trade Park,Pittston,PA,18640,,145 Center Point Blvd,Center Point Commerce & Trade Park,Pittston,PA,18640,,Chief Executive Officer,Ms,Bonnie,,Davis,,(570)602-2700,,,,
415218289,New Horizons Learning Institute of Pennsylvania,Private Licensed School,,,Cumberland,Open,08/29/2001,(717)791-0200,,http://www.newhorizons.com,"5001 Louise Drive, Suite 100",,Mechanicsburg,PA,17055,,"5001 Louise Drive, Suite 100",,Mechanicsburg,PA,17055,,Chief Executive Officer,Mr,Eric,C,Roggenbaum,,(717)791-0200,,,,
415218289,New Horizons Learning Institute of Pennsylvania,Private Licensed School,,,Cumberland,Open,08/29/2001,(717)791-0200,,http://www.newhorizons.com,"5001 Louise Drive, Suite 100",,Mechanicsburg,PA,17055,,"5001 Louise Drive, Suite 100",,Mechanicsburg,PA,17055,,Chief Executive Officer,Ms,Ashley,,Basehore,,(717)791-0200,,,,
415218289,New Horizons Learning Institute of Pennsylvania,Private Licensed School,,,Cumberland,Open,08/29/2001,(717)791-0200,,http://www.newhorizons.com,"5001 Louise Drive, Suite 100",,Mechanicsburg,PA,17055,,"5001 Louise Drive, Suite 100",,Mechanicsburg,PA,17055,,Chief Executive Officer,Ms,Heather,,Brown,,(717)791-0200,,,,
300656450,New Horizons School,"Licensed, Private Academic School",7,Westmoreland IU 7,Westmoreland,Open,08/29/2002,(724)539-4554,,,44 East Second Avenue,,Latrobe,PA,15650,,44 East Second Avenue,,Latrobe,PA,15650,,Director,Ms,Sheena,M,Sledge,,(412)554-0421,,,,
300455250,New Jersey Camp Jaycee,"Other Private, Non-Licensed Entity",20,Colonial IU 20,Monroe,Open,07/06/1990,,,,985 Livingston Avenue,,North Brunswick,NJ,08902,,985 Livingston Avenue,,North Brunswick,NJ,08902,,,,,,,,,,,,
300006250,New Jersey Fed YMHA/YWHA,"Other Private, Non-Licensed Entity",,,Out-of-State,Open,07/06/1990,,,,21 Plymouth St,,Fairfield,NJ,07004,1615,21 Plymouth St,,Fairfield,NJ,07004,1615,,,,,,,,,,,
300226130,New Jerusalem Chr Ch CCC,Miscellaneous,15,Capital Area IU 15,Dauphin,Open,05/24/1995,(717)236-8966,,,550 Wiconisco St,,Harrisburg,PA,17110,2633,550 Wiconisco St,,Harrisburg,PA,17110,2633,Director,Ms,Gina, ,Barkley,,,,,,
326510023,New Jerusalem Laura,Miscellaneous,26,Philadelphia IU 26,Philadelphia,Open,05/19/2003,(215)763-8806,,,2011 W. Norris St.,,Philadelphia,PA,19121,2120,2011 W. Norris St.,,Philadelphia,PA,19121,2120,,,,,,,,,,,
107656303,New Kensington-Arnold SD,School District,7,Westmoreland IU 7,Westmoreland,Open,06/08/1999,(724)335-8581,,http://www.nkasd.com,701 Stevenson Blvd,,New Kensington,PA,15068,5372,701 Stevenson Blvd,,New Kensington,PA,15068,5372,Assistant Superintendent,,,,Vacant,,,,,,
107656303,New Kensington-Arnold SD,School District,7,Westmoreland IU 7,Westmoreland,Open,06/08/1999,(724)335-8581,,http://www.nkasd.com,701 Stevenson Blvd,,New Kensington,PA,15068,5372,701 Stevenson Blvd,,New Kensington,PA,15068,5372,Business Manager,Ms,Audrey,L,Wood,,(724)335-8581,,,,
107656303,New Kensington-Arnold SD,School District,7,Westmoreland IU 7,Westmoreland,Open,06/08/1999,(724)335-8581,,http://www.nkasd.com,701 Stevenson Blvd,,New Kensington,PA,15068,5372,701 Stevenson Blvd,,New Kensington,PA,15068,5372,Superintendent,Mr,John,,Pallone,,(724)335-4401,,10/01/2015,09/30/2018,
223464872,New Life Academy,"Licensed, Private Academic School",23,Montgomery County IU 23,Montgomery,Open,10/01/1990,(610)287-7884,,,585 Freeman School Rd,,Schwenksville,PA,19473,,585 Freeman School Rd,,Schwenksville,PA,19473,,Director,Ms,Tammy,M,Moore,,(610)220-4965,,,,
223464872,New Life Academy,Private Residential Rehabilitation Institution,23,Montgomery County IU 23,Montgomery,Open,10/01/1990,(610)287-7884,,,585 Freeman School Rd,,Schwenksville,PA,19473,,585 Freeman School Rd,,Schwenksville,PA,19473,,Director,Ms,Tammy,M,Moore,,(610)220-4965,,,,
226510020,New Life Alternatives Christian Academy,"Nonpublic, Non-Licensed School",26,Philadelphia IU 26,Philadelphia,Open,10/01/2002,(215)877-3440,,,1993 North 63rd Street,,Philadelphia,PA,19151,2607,1993 North 63rd Street,,Philadelphia,PA,19151,,Principal,Mrs,Bonita,,Patterson,,,,,,
300656475,New Life Christian CCC,Miscellaneous,7,Westmoreland IU 7,Westmoreland,Open,09/18/1997,(724)694-9414,,,700 W 3rd Ave,,Derry,PA,15627,1447,700 W 3rd Ave,,Derry,PA,15627,1447,Director,,Kristin,L,Blankenbehler,,,,,,
220523852,New Life Christian Day School,"Nonpublic, Non-Licensed School",20,Colonial IU 20,Pike,Open,10/01/1992,(570)491-2676,,,PO Box 300,,Matamoras,PA,18336,0300,205 Avenue G,,Matamoras,PA,18336,,Principal,Rev,Claude,D,Whitley,,,,,,
328447508,NEW LIFE CHURCH DBA PANDA PRESCHOOL & DAYCARE CENTER,Miscellaneous,,,Mifflin,Open,05/11/2007,(717)242-1700,,,101 N BEECH STREET,,BURNHAM,PA,17009,,101 N BEECH STREET,,BURNHAM,PA,17009,,Director,Ms,REBECCA,,LEONARD,,,,,,
343517347,New Life Development Corporation,Miscellaneous,,,Philadelphia,Open,03/29/2012,(215)877-1400,,,5186 Bible Way,,Philadelphia,PA,19131,,5186 Bible Way,,Philadelphia,PA,19131,,Director,Ms,Regina,,Williams,,(215)877-1400,,,,
324150006,New Life Family & Youth - West Chester Day Treatment,Miscellaneous,24,Chester County IU 24,Chester,Open,08/13/2002,,,,"210 Carter Drive, Suite 10",,West Chester,PA,19382,,"210 Carter Drive, Suite 10",,West Chester,PA,19382,,,,,,,,,,,,
303020011,"New Life Urban Ministries, Inc.",Miscellaneous,3,Allegheny IU 3,Allegheny,Open,08/16/2002,(412)351-4077,,,712 Hawkins,,Braddock,PA,15104,,712 Hawkins,,Braddock,PA,15104,,,,,,,,,,,,
323468347,New Life Youth and Family Services Detention,Miscellaneous,23,Montgomery County IU 23,Montgomery,Open,05/31/2013,(610)287-7884,1021,,585 Freeman School Road,,Schwenksville,PA,19473,,585 Freeman School Road,,Schwenksville,PA,19473,,Education Director,Mr,Pete,,Kispert,,(610)287-7884,1021,,,
359432536,New Light Missionary Baptist Church,Miscellaneous,,,Mercer,Open,06/21/2011,(724)981-4525,,,753 Cedar Ave,,Sharon,PA,16146,,753 Cedar Ave,,Sharon,PA,16146,,Director,Ms,April,,Torrence,,(724)981-4525,,,,
201264655,New Meadow Run Parochial School,"Nonpublic, Non-Licensed School",1,Intermediate Unit 1,Fayette,Open,10/01/1992,(724)329-8573,,,PO Box 240,101 New Meadow Run Drive,Farmington,PA,15437,0240,New Meadow Run,US Route 40 East,Farmington,PA,15437,,Principal,Mr,Ethan,,O’Connell,,,,,,
126510018,New Media Technology CS,Charter School                          ,26,Philadelphia IU 26,Philadelphia,Open,11/15/2004,(267)286-6900,,http://nmtcs.weebly.com/,8034 Thouron Ave,,Philadelphia,PA,19150,2423,8034 Thouron Ave,,Philadelphia,PA,19150,2423,Chief Executive Officer,Mr,Reuben,,Mills,,(267)286-6900,,,,
213364582,New Milltown Amish Paroch Sch,"Nonpublic, Non-Licensed School",13,Lancaster-Lebanon IU 13,Lancaster,Open,10/01/1992,,,,144 W Cattail Road,,Gordonville,PA,17529,,203 S New Holland Road,,Kinzers,PA,17535,,Principal,,Stepen,,King,,,,,,
303020003,New Outlook Academy,"Licensed, Private Academic School",3,Allegheny IU 3,Allegheny,Open,02/15/2001,(412)885-5200,,,900 Agnew Rd,,Pittsburgh,PA,15227,,900 Agnew Rd,,Pittsburgh,PA,15227,,Director,Mr,William,,Styche,,(412)751-4250,,,,
912010453,New Oxford Area Library,Library,,,Adams,Open,07/11/2001,(717)624-2182,,,122 N Peter St ,,New Oxford ,PA,17350,0115,122 N Peter St ,,New Oxford ,PA,17350,0115,Director,,Wilma, ,Krepps,,(717)624-2182,,,,
213360053,New Providence School,"Nonpublic, Non-Licensed School",13,Lancaster-Lebanon IU 13,Lancaster,Open,09/04/2007,,,,c/o Benjamin Esch,48 Woods Drive,New Providence,PA,17560,,178 Cinder Road,,New Providence,PA,17560,,Principal,,Elam,H,Esh,,,,,,
300364320,New School of Lancaster,"Licensed, Private Academic School",13,Lancaster-Lebanon IU 13,Lancaster,Open,10/01/1990,(717)397-7655,,,935 Columbia Ave,,Lancaster,PA,17603,3128,935 Columbia Ave,,Lancaster,PA,17603,,Director,Mrs,MARY CAE,,WILLIAMS,,(717)392-1630,,,,
344066356,NEW STAR CHILD CARE,Miscellaneous,,,Berks,Open,06/03/2010,(610)372-3528,,,811A CHESTNUT STREET,,READING,PA,19601,,811A CHESTNUT STREET,,READING,PA,19601,,Director,Ms,TERESA,,GRULLON,,(610)372-3528,,,,
300404170,New Story,"Licensed, Private Academic School",18,Luzerne IU 18,Luzerne,Open,05/20/2002,(570)714-2350,,,1150 Wyoming Ave,,Wyoming,PA,18644,0000,1150 Wyoming Ave,,Wyoming,PA,18644,,Director,Ms,Michelle,L,Blockberger,,(570)714-2350,,,,
303020076,New Story,"Licensed, Private Academic School",3,Allegheny IU 3,Allegheny,Open,10/17/2008,(412)373-2473,,,715 Bilberry Rd,,Monroeville,PA,15146,,715 Bilberry Rd,,Monroeville,PA,15146,,Director,Ms,Denise,J,Rechtorik,,(412)373-2473,,,,
306330001,New Story,"Licensed, Private Academic School",6,Riverview IU 6,Clearfield,Open,01/20/2006,(814)371-5387,,,460 Jeffers St,,DuBois,PA,15801,,460 Jeffers St,,DuBois,PA,15801,,Director,Ms,Karrie,A,Miller,,(814)590-1266,,,,
310190000,New Story,"Licensed, Private Academic School",10,Central IU 10,Columbia,Open,10/19/2007,(570)752-5002,,,218 W Sixth St,,Berwick,PA,18603,,218 W Sixth St,,Berwick,PA,18603,,Director,Ms,Elizabeth,,Rinehimer,,(570)766-6230,,,,
310550000,New Story,"Licensed, Private Academic School",10,Central IU 10,Snyder,Open,06/21/2013,(570)884-3615,,,1150 Wyoming Avenue,,Wyoming,PA,18644,,297 Route 204,,Selinsgrove,PA,17870,,Director,,Lisa,D,D'Urso,,(570)898-6208,,,,
313360034,New Story,"Licensed, Private Academic School",13,Lancaster-Lebanon IU 13,Lancaster,Open,06/21/2013,(717)405-3287,,,1150 Wyoming Avenue,,Wyoming,PA,18644,,3710 Hempland Rd,,Mountville,PA,17554,,Director,Ms,Nicole,E,Klahold,,(717)870-5617,,,,
314060034,New Story,"Licensed, Private Academic School",14,Berks County IU 14,Berks,Open,10/22/2007,(610)396-3672,,,345 N Wyomissing Blvd,,Wyomissing,PA,19610,,345 N Wyomissing Blvd,,Wyomissing,PA,19610,,Director,Ms,Sarah,C,Rabenold,,(484)695-4211,,,,
314060036,New Story,"Licensed, Private Academic School",14,Berks County IU 14,Berks,Open,02/04/2011,(610)750-8350,,,1300 New Holland Rd,,Reading,PA,19607,,1300 New Holland Rd,,Reading,PA,19607,,Director,Ms,Sarah,C,Rabenold,,(484)695-4211,,,,
315220012,New Story,"Licensed, Private Academic School",15,Capital Area IU 15,Dauphin,Open,08/22/2005,(717)901-9906,,,2700 Commerce Drive,,Harrisburg,PA,17110,,2700 Commerce Drive,,Harrisburg,PA,17110,,Director,Mr,Todd,M,Gorshe,,(717)901-9906,,,,
319350020,New Story,"Licensed, Private Academic School",19,Northeastern Educational IU 19,Lackawanna,Open,06/18/2010,(570)285-7709,,,751 Keystone Industrial Park Rd,,Throop,PA,18512,,751 Keystone Industrial Park Rd,,Throop,PA,18512,,Director,Ms,Michelle,L,Scherzer,,(570)240-0015,,,,
328320001,New Story,"Licensed, Private Academic School",28,ARIN IU 28,Indiana,Open,06/20/2003,(724)463-9841,,,334 Philadelphia St,,Indiana,PA,15701,,334 Philadelphia St,,Indiana,PA,15701,,Director,Ms,Christina,M,Price,,(724)388-9017,,,,
213360057,New Texas Amish Parochial School,"Nonpublic, Non-Licensed School",13,Lancaster-Lebanon IU 13,Lancaster,Open,09/03/2007,,,,c/o Elam K Stoltzfus,236 Cedar Hill Road,Peach Bottom,PA,17563,,321 Black Barren Road,,Peach Bottom,PA,17563,,Principal,,Elam,K,Stoltzfus,,,,,,
310170004,New Vista,"Licensed, Private Academic School",6,Riverview IU 6,Clearfield,Open,06/21/2013,(814)371-3580,,,493 South Highland Street,,DuBois,PA,15801,,493 South Highland Street,,DuBois,PA,15801,,Director,Ms,Dina,A,Bickel,,(814)762-2356,,,,
300516270,New World Association,Miscellaneous,26,Philadelphia IU 26,Philadelphia,Open,07/06/1990,(215)865-7314,,,9857 Bustleton Avenue,,Philadelphia,PA,19115,,9857 Bustleton Avenue,,Philadelphia,PA,19115,,Chief Administrative Officer,Ms,Marina,,Lipkovskaya,,(215)856-7316,,,,
426511029,New World Business School,Private Licensed School,,,Philadelphia,Open,10/19/1998,(215)856-7314,,,9857 Bustleton Avenue,,Philadelphia,PA,19115,,9857 Bustleton Avenue,,Philadelphia,PA,19115,,Chief Executive Officer,Ms,Iryna,,Starovoyt,,(215)856-7316,,,,
426511029,New World Business School,Private Licensed School,,,Philadelphia,Open,10/19/1998,(215)856-7314,,,9857 Bustleton Avenue,,Philadelphia,PA,19115,,9857 Bustleton Avenue,,Philadelphia,PA,19115,,Chief Executive Officer,Ms,Marina  , ,Lipkovskaya,,(215)856-7314,,,,
300648500,New York Conf Free Meth Church,"Other Private, Non-Licensed Entity",28,ARIN IU 28,Out-of-State,Open,02/12/1997,(999)999-9999,,,PO Box 152,,Beach Lake,PA,18405,0152,Camp Timberledge,126 Sholly Dr,Mechanicsburg,PA,17055,,,,,,,,,,,,
379489637,New Youngsters Daycare Inc,Miscellaneous,,,Northampton,Open,05/23/2013,(610)691-8012,,,427 Pembroke Road,,Bethlehem,PA,18018,3145,427 Pembroke Road,,Bethlehem,PA,18018,3145,Director,Mr,Willie,,Smith,Jr.,(610)691-8012,,,,
426511179,NewCourtland Education Center,Private Licensed School,,,Philadelphia,Open,11/09/2007,(215)951-7585,,http://www.courtlandeducation.com/,6950 Germantown Avenue,,Philadelphia,PA,19119,,6950 Germantown Avenue,,Philadelphia,PA,19119,,Acting Executive Director,Ms,Mary,M,Austin,,(215)951-4401,,,,
426511179,NewCourtland Education Center,Private Licensed School,,,Philadelphia,Open,11/09/2007,(215)951-7585,,http://www.courtlandeducation.com/,6950 Germantown Avenue,,Philadelphia,PA,19119,,6950 Germantown Avenue,,Philadelphia,PA,19119,,Chief Executive Officer,Ms,Beverly,,McDaniel,,(215)951-4401,,,,
919640245,Newfoundland Area Pub Library,Library,,,Wayne,Open,11/14/2000,(570)676-4518,,http://www.plowc.org,PO Box 214,,Newfoundland,PA,18445,0214,PO Box 214,,Newfoundland,PA,18445,0214,Director,,Carol, ,Shaheen,,(570)676-4518,,,,
300094030,Newman House,"Other Private, Non-Licensed Entity",22,Bucks County IU 22,Bucks,Open,05/09/1994,,,,York Road Rte 563,,Jamison,PA,18929,,York Road Rte 563,,Jamison,PA,18929,,,,,,,,,,,,
300503900,Newport Alternative Education,Miscellaneous,15,Capital Area IU 15,Perry,Open,10/26/1999,,,,PO Box 9,,Newport,PA,17074,0009,PO Box 9,,Newport,PA,17074,0009,,,,,,,,,,,
915500543,Newport Public Library,Library,,,Perry,Open,11/14/2000,(717)567-6860,,http://www.pa.net/nppublib/,316 N 4th St,,Newport,PA,17074,1203,316 N 4th St,,Newport,PA,17074,1203,Director,,Jeanne , ,Heicher ,,(717)567-6860,,,,
213364622,Newport School,"Nonpublic, Non-Licensed School",13,Lancaster-Lebanon IU 13,Lancaster,Open,10/01/1992,,,,c/o Amos Stoltzfus,44 Queen Road,Gordonville,PA,17529,,3778 E Newport Rd,,Gordonville,PA,17529,0000,Principal,,John,E,Smoker,,,,,,
115504003,Newport SD,School District,15,Capital Area IU 15,Perry,Open,06/08/1999,(717)567-3806,,http://www.newportsd.org/,420 Fickes Lane,PO Box 9,Newport,PA,17074,0009,420 Fickes Lane,PO Box 9,Newport,PA,17074,0009,Business Manager,Mr,Gregory,R,Longwell,,(717)567-3806,,,,
115504003,Newport SD,School District,15,Capital Area IU 15,Perry,Open,06/08/1999,(717)567-3806,,http://www.newportsd.org/,420 Fickes Lane,PO Box 9,Newport,PA,17074,0009,420 Fickes Lane,PO Box 9,Newport,PA,17074,0009,Superintendent,Mr,Ryan,Z,Neuhard,,(717)567-2501,,07/01/2014,06/30/2019,
222094752,Newtown Friends School,"Nonpublic, Non-Licensed School",22,Bucks County IU 22,Bucks,Open,10/01/1992,(215)968-2225,,,1450 Newtown-Langhorne Road,,Newtown,PA,18940,,1450 Newtown-Langhorne Road,,Newtown,PA,18940,,Principal,,Dana,H,Harrison,,,,,,
925230905,Newtown Public Library,Library,,,Delaware,Open,11/14/2000,(610)353-1022,,http://www.delco.lib.pa.us/liblist/ne.html,201 Bishop Hollow Rd,,Newtown Square,PA,19073,,201 Bishop Hollow Rd,,Newtown Square,PA,19073,,Director,,Arlene, ,Caruso,,(610)353-1022,,,,
300235350,Newtown Square Presby Nursery School,"Licensed, Private Academic School",25,Delaware County IU 25,Delaware,Open,10/01/1990,(610)356-4711,,,3600 Goshen Rd,,Newtown Square,PA,19073,2421,3600 Goshen Rd,,Newtown Square,PA,19073,,Director,Ms,Jane,C,Fioravanti,,(610)891-6743,,,,
384044006,NEXT GENERATION,Miscellaneous,,,Beaver,Open,04/16/2010,(724)544-9194,,,1103 EIGHTH AVENUE,,BEAVER FALLS,PA,15010,,1103 EIGHTH AVENUE,,BEAVER FALLS,PA,15010,,Director,Ms,TERRY,,NOYES,,(724)891-2348,,,,
305393359,NEXT LEVEL DEVELOPMENT,Miscellaneous,,,Lehigh,Open,11/24/2009,(610)439-1779,,,2532 BERYL AVENUE,,WHITEHALL,PA,18052,,2532 BERYL AVENUE,,WHITEHALL,PA,18052,,Director,Ms,MARY,,SALINGER,,(610)439-1779,,,,
323460026,Nexus School,"Licensed, Private Academic School",23,Montgomery County IU 23,Montgomery,Open,08/27/2004,(215)657-2434,,,2801 Woodland Road,,Rosyln,PA,19006,,2801 Woodland Road,,Rosyln,PA,19006,,Director,Ms,Vicki,,West,,(215)947-1551,,,,
308560009,NHS Autism School,"Licensed, Private Academic School",8,Appalachia IU 8,Somerset,Open,12/21/2010,(814)443-3113,,,892 Stoystown Road,,Somerset,PA,15501,,892 Stoystown Road,,Somerset,PA,15501,,Director,Ms,Amanda,J,Boland,,(814)443-3113,,,,
319350021,NHS Autism School - Scranton,"Licensed, Private Academic School",19,Northeastern Educational IU 19,Lackawanna,Open,08/20/2010,(570)496-4300,,,316 William St,,Scranton,PA,18508,,316 William St,,Scranton,PA,18508,,Director,Ms,Cecelia,,Farrell,,(570)614-9279,,,,
312280004,NHS Human Services,"Licensed, Private Academic School",12,Lincoln IU 12,Franklin,Open,07/10/2007,(717)261-1163,,,2593 Philadelphia Ave,Unit 14,Chambersburg,PA,17201,,2593 Philadelphia St,,Chambersburg,PA,17201,,Director,Ms,Delilah,L,Wilcox,,(717)486-3564,,,,
317511025,NHS Human Services,Act 48 Independent Provider,,,Philadelphia,Open,11/17/2006,(215)671-5101,,,2900 Southampton Road,,Philadelphia,PA,19154,,2900 Southampton Road,,Philadelphia,PA,19154,,,,,,,,,,,,
324513084,NHS Human Services,Act 48 Independent Provider,,,Philadelphia,Open,11/08/2006,(215)671-5101,,http://www.nhsonline.org,2900 Southampton Road,,Philadelphia,PA,19154,,2900 Southampton Road,,Philadelphia,PA,19154,,,,,,,,,,,,
301630021,NHS School,"Licensed, Private Academic School",1,Intermediate Unit 1,Washington,Open,10/21/2011,(724)600-0120,,,P.O. Box 625,,Ellsworth,PA,15331,,3 Oak St,,Ellsworth,PA,15331,,Director,Ms,Cynthia,I,Coulson,,(724)239-2539,,,,
307650039,NHS School,"Licensed, Private Academic School",7,Westmoreland IU 7,Westmoreland,Open,10/24/2011,(724)600-0120,,,820 Carbon Rd,,Greensburg,PA,15601,,820 Carbon Rd,,Greensburg,PA,15601,,Director,Ms,Alexandra,M,Markey,,(724)691-9453,,,,
328030004,NHS School,"Licensed, Private Academic School",28,ARIN IU 28,Armstrong,Open,08/17/2012,(724)523-2302,,,531 S Main St,,Greensburg,PA,15601,,109 Owens View Rd,,Apollo,PA,15613,,Director,Ms,An,,Administrator,,(724)771-4114,,,,
322090083,NHS School -- Warrington,"Licensed, Private Academic School",22,Bucks County IU 22,Bucks,Open,07/03/2013,(215)280-5797,,,P.O. Box 626,,Warrington,PA,18976,,40 Valley Rd,,Warrington,PA,18976,,Director,Ms,Brittany,,D'Angelo,,(267)471-7626,,,,
